prefer_output
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
"""[ [{""cmd"": ""move"", ""val"": 100}] ]"""
